almond_translate/299526/name/0	هتل روزدیل هنگ کنگ	.
almond_translate/1061641/name/0	ساختمان چینی های خارجی	.
almond_translate/1061641/location/0	سرزمینهای نو	.
almond_translate/1061641/location/1	منطقه شمالی	.
almond_translate/1061641/location/2	بندر لوهو	.
almond_translate/1068750/name/0	خانه مهمانی یان یان	.
almond_translate/1068750/location/0	تیم شا تی	.
almond_translate/1068750/location/1	کولوون	.
almond_translate/1068750/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1068790/name/0	Hostel شانسی هانگ کنگ	.
almond_translate/1068790/location/0	منگ کوک	.
almond_translate/1068790/location/1	کولوون	.
almond_translate/1068790/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1068802/name/0	کابینه مهمانی گوان دونگ	.
almond_translate/1068802/location/0	تیم شا تی	.
almond_translate/1068802/location/1	کولوون	.
almond_translate/1068802/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1081107/name/0	هتل چهار فصل	.
almond_translate/1081107/location/0	تیم شا تی	.
almond_translate/1081107/location/1	کولوون	.
almond_translate/1081107/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1083482/name/0	شاه وان با اولو	.
almond_translate/1083482/location/0	شونگ وان	.
almond_translate/1083482/location/1	منطقه مرکزی	.
almond_translate/1083482/location/2	جزیره هنگ کنگ	.
almond_translate/1108985/name/0	هتل هاربر	.
almond_translate/1108985/location/0	منگ کوک	.
almond_translate/1108985/location/1	کولوون	.
almond_translate/1108985/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1114337/name/0	هتل جدید شاه涌	.
almond_translate/1114337/location/0	تیم شا تی	.
almond_translate/1114337/location/1	کولوون	.
almond_translate/1114337/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1145763/name/0	پارک هتل	.
almond_translate/1145763/location/0	تیم شا تی	.
almond_translate/1145763/location/1	کولوون	.
almond_translate/1145763/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1148363/name/0	هتل رنسانس هانگ کنگ هابر ویو	.
almond_translate/1148363/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1148363/location/1	جزیره هنگ کنگ	.
almond_translate/1148363/location/2	زمین بازی جنوبی	.
almond_translate/1150792/name/0	استودیو Yesinn @ Fortress Hill	.
almond_translate/1150792/location/0	نقطه ی شمالی	.
almond_translate/1150792/location/1	جزیره هنگ کنگ	.
almond_translate/1150792/location/2	منطقه شرقی	.
almond_translate/1150792/location/3	تپه قلعه	.
almond_translate/1161242/name/0	هتل گِتِوی	.
almond_translate/1161242/location/0	تیم شا تی	.
almond_translate/1161242/location/1	کولوون	.
almond_translate/1161242/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1163421/name/0	سیتانیز اسشلی هنگ کنگ	.
almond_translate/1163421/location/0	تیم شا تی	.
almond_translate/1163421/location/1	کولوون	.
almond_translate/1163421/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1165155/name/0	شهربازی	.
almond_translate/1165155/location/0	کولوون	.
almond_translate/1165155/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1165155/location/2	اردن / یا ما تی	.
almond_translate/1171412/name/0	خانه ی جنوب و شمال	.
almond_translate/1171412/location/0	کولوون	.
almond_translate/1171412/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1171412/location/2	اردن / یا ما تی	.
almond_translate/1180941/name/0	خانه مسافر جتوان	.
almond_translate/1180941/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1180941/location/1	جزیره هنگ کنگ	.
almond_translate/1186246/name/0	Hostel باغ Kung Fu	.
almond_translate/1186246/location/0	تیم شا تی	.
almond_translate/1186246/location/1	کولوون	.
almond_translate/1186246/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1191442/name/0	هتل « سیلکا ویسټ کوولون »	.
almond_translate/1191442/location/0	کولوون	.
almond_translate/1191442/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1191444/name/0	هتل غربی	.
almond_translate/1191444/location/0	کولوون	.
almond_translate/1191444/location/1	اردن / یا ما تی	.
almond_translate/1191444/location/2	آستین	.
almond_translate/1191444/location/3	منطقه ی یا سیم مونگ	.
almond_translate/1196473/name/0	خانه مهمانی شهری	.
almond_translate/1196473/location/0	تیم شا تی	.
almond_translate/1196473/location/1	کولوون	.
almond_translate/1196473/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1196518/name/0	خانه ی مهمانی برگِ میپل	.
almond_translate/1196518/location/0	تیم شا تی	.
almond_translate/1196518/location/1	کولوون	.
almond_translate/1196518/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1196564/name/0	Hostel अशोक	.
almond_translate/1196564/location/0	تیم شا تی	.
almond_translate/1196564/location/1	کولوون	.
almond_translate/1196564/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1198896/name/0	هتل هنگ کنگ جدید	.
almond_translate/1198896/location/0	تیم شا تی	.
almond_translate/1198896/location/1	کولوون	.
almond_translate/1198896/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1201198/name/0	هواستل Yesinn @YMT	.
almond_translate/1201198/location/0	کولوون	.
almond_translate/1201198/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1201198/location/2	اردن / یا ما تی	.
almond_translate/1201305/name/0	هتل کینگز	.
almond_translate/1201305/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1201305/location/1	جزیره هنگ کنگ	.
almond_translate/1201305/location/2	خیابان Hennessy	.
almond_translate/1201754/name/0	خانه مهمانی چین جدید	.
almond_translate/1201754/location/0	تیم شا تی	.
almond_translate/1201754/location/1	کولوون	.
almond_translate/1201754/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1201755/name/0	Hostel Backpackers Hong Kong	.
almond_translate/1201755/location/0	تیم شا تی	.
almond_translate/1201755/location/1	کولوون	.
almond_translate/1201755/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1201878/name/0	Hostel هنگ کنگ	.
almond_translate/1201878/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1201878/location/1	جزیره هنگ کنگ	.
almond_translate/1202358/name/0	سوپر مهمانخانه	.
almond_translate/1202358/location/0	تیم شا تی	.
almond_translate/1202358/location/1	کولوون	.
almond_translate/1202358/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1202496/name/0	Hostel مارلبورو	.
almond_translate/1202496/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1202496/location/1	جزیره هنگ کنگ	.
almond_translate/1202816/name/0	هتل مهمانی پاریس	.
almond_translate/1202816/location/0	تیم شا تی	.
almond_translate/1202816/location/1	کولوون	.
almond_translate/1202816/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1202969/name/0	خانه مهمانی اقیانوس	.
almond_translate/1202969/location/0	تیم شا تی	.
almond_translate/1202969/location/1	کولوون	.
almond_translate/1202969/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1203280/name/0	خانه مهمانی بندر	.
almond_translate/1203280/location/0	کولوون	.
almond_translate/1203280/location/1	اردن / یا ما تی	.
almond_translate/1203280/location/2	آستین	.
almond_translate/1203280/location/3	منطقه ی یا سیم مونگ	.
almond_translate/1203437/name/0	هتل جوان کلوپ دوچرخه سواری براردبری	.
almond_translate/1203437/location/0	سرزمینهای نو	.
almond_translate/1203437/location/1	تای پو	.
almond_translate/1203440/name/0	هتل خوشبخت	.
almond_translate/1203440/location/0	تیم شا تی	.
almond_translate/1203440/location/1	کولوون	.
almond_translate/1203440/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1204103/name/0	هتل لادیفانگ	.
almond_translate/1204103/location/0	سرزمینهای نو	.
almond_translate/1204103/location/1	منطقه شمالی	.
almond_translate/1204103/location/2	بندر لوهو	.
almond_translate/1204149/name/0	Hostel Lis در هنگ کنگ	.
almond_translate/1204149/location/0	تیم شا تی	.
almond_translate/1204149/location/1	کولوون	.
almond_translate/1204149/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1204205/name/0	Hostel Oriental Pearl Hong Kong	.
almond_translate/1204205/location/0	تیم شا تی	.
almond_translate/1204205/location/1	کولوون	.
almond_translate/1204205/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1210756/name/0	هَیَت رینجرسی هنگ کنگ ، سیم شا تی	.
almond_translate/1210756/location/0	تیم شا تی	.
almond_translate/1210756/location/1	کولوون	.
almond_translate/1210756/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1223686/name/0	هتل هونگ کنگ اسکای سیتی مارییت	.
almond_translate/1223686/location/0	سرزمینهای نو	.
almond_translate/1223686/location/1	منطقه جزایر	.
almond_translate/1223686/location/2	تونگ چینگ	.
almond_translate/1229839/name/0	آپارتمان خدمات Yesinspace	.
almond_translate/1229839/location/0	تای کوک تی	.
almond_translate/1229839/location/1	کولوون	.
almond_translate/1229839/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1235564/name/0	هتل تاج طلایی	.
almond_translate/1235564/location/0	تیم شا تی	.
almond_translate/1235564/location/1	کولوون	.
almond_translate/1235564/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1235711/name/0	دورست مونگکونگ هانگ کنگ	.
almond_translate/1235711/location/0	تای کوک تی	.
almond_translate/1235711/location/1	کولوون	.
almond_translate/1235711/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1235790/name/0	عیشه های جانستون هنگ کنگ	.
almond_translate/1235790/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1235790/location/1	جزیره هنگ کنگ	.
almond_translate/1235790/location/2	زمین بازی جنوبی	.
almond_translate/1236984/name/0	هتل امپراتور هنگ کنگ - خلیج کاوز وایی	.
almond_translate/1236984/location/0	نقطه ی شمالی	.
almond_translate/1236984/location/1	جزیره هنگ کنگ	.
almond_translate/1236984/location/2	منطقه شرقی	.
almond_translate/1236984/location/3	تپه قلعه	.
almond_translate/1371326/name/0	پروانه برات	.
almond_translate/1371326/location/0	تیم شا تی	.
almond_translate/1371326/location/1	کولوون	.
almond_translate/1371326/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1406697/name/0	هتل تجاری مارک کلی	.
almond_translate/1406697/location/0	منگ کوک	.
almond_translate/1406697/location/1	کولوون	.
almond_translate/1406697/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1407387/name/0	هَات ریژنسی هنگ کنگ ، شا تین	.
almond_translate/1407387/location/0	سرزمینهای نو	.
almond_translate/1407387/location/1	شا تین	.
almond_translate/1407962/name/0	محل مینگل در کنار پارک	.
almond_translate/1407962/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1407962/location/1	جزیره هنگ کنگ	.
almond_translate/1415169/name/0	مینی هوټل سنترال هنگ کنگ	.
almond_translate/1415169/location/0	منطقه مرکزی	.
almond_translate/1415169/location/1	مرکزی	.
almond_translate/1415169/location/2	جزیره هنگ کنگ	.
almond_translate/1425912/name/0	کاسا هوټل هنگ کنگ	.
almond_translate/1425912/location/0	کولوون	.
almond_translate/1425912/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1425912/location/2	اردن / یا ما تی	.
almond_translate/1438231/name/0	بندر بزرگ هنگ کنگ	.
almond_translate/1438231/location/0	نقطه ی شمالی	.
almond_translate/1438231/location/1	جزیره هنگ کنگ	.
almond_translate/1438231/location/2	منطقه شرقی	.
almond_translate/1438231/location/3	باغ شهر	.
almond_translate/1446772/name/0	هتل تجاری گوانگیا	.
almond_translate/1446772/location/0	سرزمینهای نو	.
almond_translate/1446772/location/1	وواکونگ شمالی	.
almond_translate/1446772/location/2	منطقه شمالی	.
almond_translate/1446851/name/0	هتل گودیریچ	.
almond_translate/1446851/location/0	کولوون	.
almond_translate/1446851/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1446851/location/2	اردن / یا ما تی	.
almond_translate/1446935/name/0	هتل سویت افقی	.
almond_translate/1446935/location/0	سرزمینهای نو	.
almond_translate/1446935/location/1	شا تین	.
almond_translate/1454189/name/0	هتل « مان هنگ لونگ »	.
almond_translate/1454189/location/0	تیم شا تی	.
almond_translate/1454189/location/1	کولوون	.
almond_translate/1454189/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1458545/name/0	هتل "" چونگ کیو ""	.
almond_translate/1458545/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1458545/location/1	جزیره هنگ کنگ	.
almond_translate/1459912/name/0	Hostel اُساکا	.
almond_translate/1459912/location/0	تیم شا تی	.
almond_translate/1459912/location/1	کولوون	.
almond_translate/1459912/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1467776/name/0	پلازا کرون هنگ کنگ خلیج چاوزウェی	.
almond_translate/1467776/location/0	جزیره هنگ کنگ	.
almond_translate/1468032/name/0	هتل	.
almond_translate/1468032/location/0	شونگ وان	.
almond_translate/1468032/location/1	منطقه مرکزی	.
almond_translate/1468032/location/2	جزیره هنگ کنگ	.
almond_translate/1474288/name/0	هتل روز آفتابی	.
almond_translate/1474288/location/0	منگ کوک	.
almond_translate/1474288/location/1	کولوون	.
almond_translate/1474288/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1485592/name/0	هتل فای	.
almond_translate/1485592/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1485592/location/1	جزیره هنگ کنگ	.
almond_translate/1488711/name/0	خانه ی صعودی	.
almond_translate/1488711/location/0	سرزمینهای نو	.
almond_translate/1488711/location/1	شا تین	.
almond_translate/1491038/name/0	هتل ایستگاه راه آهن	.
almond_translate/1491038/location/0	سرزمینهای نو	.
almond_translate/1491038/location/1	منطقه شمالی	.
almond_translate/1491038/location/2	دونگمن	.
almond_translate/1491223/name/0	پل خلیج سبک زندگی بازپروری	.
almond_translate/1491223/location/0	سرزمینهای نو	.
almond_translate/1491223/location/1	تسو آن وان	.
almond_translate/1491832/name/0	هتل طلایی جزیره	.
almond_translate/1491832/location/0	کولوون	.
almond_translate/1491832/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1491832/location/2	اردن / یا ما تی	.
almond_translate/1494794/name/0	هتل پرنس	.
almond_translate/1494794/location/0	سرزمینهای نو	.
almond_translate/1494794/location/1	منطقه شمالی	.
almond_translate/1494794/location/2	بندر لوهو	.
almond_translate/1500278/name/0	جو-کور هتل تعطیلات	.
almond_translate/1500278/location/0	منگ کوک	.
almond_translate/1500278/location/1	کولوون	.
almond_translate/1500278/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1500376/name/0	Hostel Deluxe بریتانیا	.
almond_translate/1500376/location/0	تیم شا تی	.
almond_translate/1500376/location/1	کولوون	.
almond_translate/1500376/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1500522/name/0	Hostel ستاره هانگ کنگ	.
almond_translate/1500522/location/0	تیم شا تی	.
almond_translate/1500522/location/1	کولوون	.
almond_translate/1500522/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1501449/name/0	هتل طلایی اقیانوس	.
almond_translate/1501449/location/0	تیم شا تی	.
almond_translate/1501449/location/1	کولوون	.
almond_translate/1501449/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1502097/name/0	خانه مهمانی سینگز	.
almond_translate/1502097/location/0	تیم شا تی	.
almond_translate/1502097/location/1	کولوون	.
almond_translate/1502097/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1507677/name/0	میدان هاربر ۸ درجه	.
almond_translate/1507677/location/0	منطقه شهر کولوون	.
almond_translate/1507677/location/1	کولوون	.
almond_translate/1513860/name/0	خانه ی بالا	.
almond_translate/1513860/location/0	جزیره هنگ کنگ	.
almond_translate/1513860/location/1	تای فات هاو	.
almond_translate/1528407/name/0	خانه مهمانی هانگ کنگ	.
almond_translate/1528407/location/0	منگ کوک	.
almond_translate/1528407/location/1	کولوون	.
almond_translate/1528407/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1528911/name/0	هتل ايلندير	.
almond_translate/1528911/location/0	منگ کوک	.
almond_translate/1528911/location/1	کولوون	.
almond_translate/1528911/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1535242/name/0	خانه مهمانی جوی	.
almond_translate/1535242/location/0	منطقه شان شوی پو	.
almond_translate/1535242/location/1	نام چنگ	.
almond_translate/1535242/location/2	کولوون	.
almond_translate/1568087/name/0	هتل جانسون	.
almond_translate/1568087/location/0	منگ کوک	.
almond_translate/1568087/location/1	کولوون	.
almond_translate/1568087/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1574159/name/0	هتل کوینز	.
almond_translate/1574159/location/0	غرب (سه وان)	.
almond_translate/1574159/location/1	جزیره هنگ کنگ	.
almond_translate/1574159/location/2	سای ینگ پون	.
almond_translate/1574159/location/3	منطقه غربی	.
almond_translate/1576066/name/0	Sixiangjia Service Apartment Hotel Shenzhen Zunyu International Apartment	.
almond_translate/1576066/location/0	سرزمینهای نو	.
almond_translate/1576066/location/1	منطقه شمالی	.
almond_translate/1576066/location/2	بندر لوهو	.
almond_translate/1582709/name/0	جوکی کلب مالداییس Hostel جوانان	.
almond_translate/1582709/location/0	کندی تاون و ماونت دیویس	.
almond_translate/1582709/location/1	جزیره هنگ کنگ	.
almond_translate/1582709/location/2	منطقه غربی	.
almond_translate/1590252/name/0	خانه های CHI 314	.
almond_translate/1590252/location/0	کولوون	.
almond_translate/1590252/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1590252/location/2	اردن / یا ما تی	.
almond_translate/1590819/name/0	شرق هانگ کنگ	.
almond_translate/1590819/location/0	تای کو شن وسټ	.
almond_translate/1590819/location/1	منطقه شرقی	.
almond_translate/1590819/location/2	جزیره هنگ کنگ	.
almond_translate/1598568/name/0	Hostel City Plus	.
almond_translate/1598568/location/0	منگ کوک	.
almond_translate/1598568/location/1	کولوون	.
almond_translate/1598568/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1598891/name/0	هتل اپل	.
almond_translate/1598891/location/0	تیم شا تی	.
almond_translate/1598891/location/1	کولوون	.
almond_translate/1598891/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1599725/name/0	هتل آلمان	.
almond_translate/1599725/location/0	تیم شا تی	.
almond_translate/1599725/location/1	کولوون	.
almond_translate/1599725/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1599806/name/0	هتل Go Inn هنگ کنگ	.
almond_translate/1599806/location/0	نقطه ی شمالی	.
almond_translate/1599806/location/1	جزیره هنگ کنگ	.
almond_translate/1599806/location/2	منطقه شرقی	.
almond_translate/1599806/location/3	تپه قلعه	.
almond_translate/1599808/name/0	Guangzhou Guest House (گونگهو)	.
almond_translate/1599808/location/0	تیم شا تی	.
almond_translate/1599808/location/1	کولوون	.
almond_translate/1599808/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1599815/name/0	خانه مهمانی لوی لوی	.
almond_translate/1599815/location/0	تیم شا تی	.
almond_translate/1599815/location/1	کولوون	.
almond_translate/1599815/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1601150/name/0	هتل مد زیبا	.
almond_translate/1601150/location/0	سرزمینهای نو	.
almond_translate/1601150/location/1	منطقه شمالی	.
almond_translate/1605114/name/0	محل کوچک در بهشت	.
almond_translate/1605114/location/0	منطقه مرکزی	.
almond_translate/1605114/location/1	مرکزی	.
almond_translate/1605114/location/2	جزیره هنگ کنگ	.
almond_translate/1605116/name/0	محل کوچک با ستاره	.
almond_translate/1605116/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1605116/location/1	جزیره هنگ کنگ	.
almond_translate/1625599/name/0	A-Inn	.
almond_translate/1625599/location/0	منگ کوک	.
almond_translate/1625599/location/1	کولوون	.
almond_translate/1625599/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1625600/name/0	خانه مهمانی پارک لی	.
almond_translate/1625600/location/0	تیم شا تی	.
almond_translate/1625600/location/1	کولوون	.
almond_translate/1625600/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1625601/name/0	هتل ونتیایی	.
almond_translate/1625601/location/0	تیم شا تی	.
almond_translate/1625601/location/1	کولوون	.
almond_translate/1625601/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1626150/name/0	خانه مهمانی هاپینلند	.
almond_translate/1626150/location/0	تیم شا تی	.
almond_translate/1626150/location/1	کولوون	.
almond_translate/1626150/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1628128/name/0	خانه سفر آسیا	.
almond_translate/1628128/location/0	کولوون	.
almond_translate/1628128/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1628128/location/2	اردن / یا ما تی	.
almond_translate/1628533/name/0	Hostel آرام هنگ کنگ	.
almond_translate/1628533/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1628533/location/1	جزیره هنگ کنگ	.
almond_translate/1631802/name/0	شاما مرکز هنگ کنگ	.
almond_translate/1631802/location/0	منطقه مرکزی	.
almond_translate/1631802/location/1	مرکزی	.
almond_translate/1631802/location/2	جزیره هنگ کنگ	.
almond_translate/1631877/name/0	هتل آی کلوب وان چی	.
almond_translate/1631877/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1631877/location/1	جزیره هنگ کنگ	.
almond_translate/1631884/name/0	هتل هوپ	.
almond_translate/1631884/location/0	تیم شا تی	.
almond_translate/1631884/location/1	کولوون	.
almond_translate/1631884/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1635307/name/0	Penda Guesthouse (پنجدا)	.
almond_translate/1635307/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1635307/location/1	جزیره هنگ کنگ	.
almond_translate/1648655/name/0	خانه مهمانی Oi Suen	.
almond_translate/1648655/location/0	منگ کوک	.
almond_translate/1648655/location/1	کولوون	.
almond_translate/1648655/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1676385/name/0	یون لوفت	.
almond_translate/1676385/location/0	منطقه شرقی	.
almond_translate/1676385/location/1	جزیره هنگ کنگ	.
almond_translate/1718700/name/0	لاک پشت	.
almond_translate/1718700/location/0	غرب (سه وان)	.
almond_translate/1718700/location/1	جزیره هنگ کنگ	.
almond_translate/1718700/location/2	سای ینگ پون	.
almond_translate/1718700/location/3	منطقه غربی	.
almond_translate/1734114/name/0	هتل هو مونگاک	.
almond_translate/1734114/location/0	منگ کوک	.
almond_translate/1734114/location/1	کولوون	.
almond_translate/1734114/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1737218/name/0	هتل کنسرت	.
almond_translate/1737218/location/0	سرزمینهای نو	.
almond_translate/1737218/location/1	منطقه جزایر	.
almond_translate/1737218/location/2	جزیره لامپا	.
almond_translate/1740783/name/0	هتل تجاری دِینیاست	.
almond_translate/1740783/location/0	کولوون	.
almond_translate/1740783/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1740783/location/2	اردن / یا ما تی	.
almond_translate/1761280/name/0	هتل رخصتی میدی	.
almond_translate/1761280/location/0	منگ کوک	.
almond_translate/1761280/location/1	کولوون	.
almond_translate/1761280/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1761381/name/0	هتل جینای	.
almond_translate/1761381/location/0	منگ کوک	.
almond_translate/1761381/location/1	کولوون	.
almond_translate/1761381/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1761456/name/0	خانه غیرپرداز	.
almond_translate/1761456/location/0	تیم شا تی	.
almond_translate/1761456/location/1	کولوون	.
almond_translate/1761456/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1761461/name/0	Hostel Hang Ho	.
almond_translate/1761461/location/0	کولوون	.
almond_translate/1761461/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1761461/location/2	اردن / یا ما تی	.
almond_translate/1761485/name/0	هتل سان یینگ	.
almond_translate/1761485/location/0	منگ کوک	.
almond_translate/1761485/location/1	کولوون	.
almond_translate/1761485/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1761506/name/0	هتل پرثدن	.
almond_translate/1761506/location/0	سرزمینهای نو	.
almond_translate/1761506/location/1	منطقه شمالی	.
almond_translate/1761506/location/2	بندر لوهو	.
almond_translate/1762000/name/0	هتل و استرال نوح آرک	.
almond_translate/1762000/location/0	سرزمینهای نو	.
almond_translate/1762000/location/1	تسو آن وان	.
almond_translate/1762000/location/2	تیون وان غربی	.
almond_translate/1765545/name/0	لند هوټل جنوبی	.
almond_translate/1765545/location/0	جزیره هنگ کنگ	.
almond_translate/1765545/location/1	منطقه جنوبی	.
almond_translate/1765545/location/2	وانگ چوک هانگ	.
almond_translate/1772756/name/0	خانه مهمانی آرتلند	.
almond_translate/1772756/location/0	منگ کوک	.
almond_translate/1772756/location/1	کولوون	.
almond_translate/1772756/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1776902/name/0	خانه ی ۱۸۸۱	.
almond_translate/1776902/location/0	تیم شا تی	.
almond_translate/1776902/location/1	کولوون	.
almond_translate/1776902/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1778000/name/0	خانه مهمانی ویلیت	.
almond_translate/1778000/location/0	تیم شا تی	.
almond_translate/1778000/location/1	کولوون	.
almond_translate/1778000/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1778012/name/0	خانه مهمانی می لام	.
almond_translate/1778012/location/0	تیم شا تی	.
almond_translate/1778012/location/1	کولوون	.
almond_translate/1778012/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1778034/name/0	هتل هونگ کنگ گوانجو	.
almond_translate/1778034/location/0	منگ کوک	.
almond_translate/1778034/location/1	کولوون	.
almond_translate/1778034/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1778045/name/0	هتل S3	.
almond_translate/1778045/location/0	کولوون	.
almond_translate/1778045/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1778045/location/2	اردن / یا ما تی	.
almond_translate/1778727/name/0	هتل کینهوی	.
almond_translate/1778727/location/0	کولوون	.
almond_translate/1778727/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1778727/location/2	اردن / یا ما تی	.
almond_translate/1783462/name/0	هتل بازار - مایمینال	.
almond_translate/1783462/location/0	منگ کوک	.
almond_translate/1783462/location/1	کولوون	.
almond_translate/1783462/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1806608/name/0	هتل ویکتور	.
almond_translate/1806608/location/0	کولوون	.
almond_translate/1806608/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1806608/location/2	اردن / یا ما تی	.
almond_translate/1811974/name/0	آپارتمان کاپوک	.
almond_translate/1811974/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1811974/location/1	جزیره هنگ کنگ	.
almond_translate/1811974/location/2	خیابان Hennessy	.
almond_translate/1837031/name/0	پروانه در ویلینگتون	.
almond_translate/1837031/location/0	منطقه مرکزی	.
almond_translate/1837031/location/1	مرکزی	.
almond_translate/1837031/location/2	جزیره هنگ کنگ	.
almond_translate/1846280/name/0	Hostel جوانان YHA Bradbury Hall Chek Keng	.
almond_translate/1846280/location/0	سرزمینهای نو	.
almond_translate/1846280/location/1	تای پو	.
almond_translate/1846906/name/0	خانه مهمانی آسیای جدید	.
almond_translate/1846906/location/0	تیم شا تی	.
almond_translate/1846906/location/1	کولوون	.
almond_translate/1846906/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1848941/name/0	استور میامی	.
almond_translate/1848941/location/0	سرزمینهای نو	.
almond_translate/1848941/location/1	منطقه جزایر	.
almond_translate/1848941/location/2	چانگ Chau	.
almond_translate/1854504/name/0	هتل هایفینگیوان	.
almond_translate/1854504/location/0	سرزمینهای نو	.
almond_translate/1854504/location/1	منطقه شمالی	.
almond_translate/1854504/location/2	بندر لوهو	.
almond_translate/1866721/name/0	سلام هتل	.
almond_translate/1866721/location/0	تیم شا تی	.
almond_translate/1866721/location/1	کولوون	.
almond_translate/1866721/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1868184/name/0	هتل چالسلی	.
almond_translate/1868184/location/0	تیم شا تی	.
almond_translate/1868184/location/1	کولوون	.
almond_translate/1868184/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1868196/name/0	Hostel جوانی YHA Pak Sha O	.
